year,age_group,ukborn,pulmextrapulm,type,policy_change,incidence
2004,5-9,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,20
2004,5-9,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,5-9,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,5-9,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,5-9,UK Born,Extra-pulmonary only,fitted,Universal,25
2004,5-9,UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,5-9,UK Born,Extra-pulmonary only,observed,Universal,0
2004,5-9,UK Born,Extra-pulmonary only,observed,Targeted,0
2004,5-9,UK Born,"Pulmonary, with or without EP",fitted,Universal,45
2004,5-9,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,5-9,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,5-9,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,5-9,UK Born,NA,fitted,Universal,1
2004,5-9,UK Born,NA,fitted,Targeted,0
2004,5-9,UK Born,NA,observed,Universal,0
2004,5-9,UK Born,NA,observed,Targeted,0
2004,5-9,NA,Extra-pulmonary only,fitted,Universal,5
2004,5-9,NA,Extra-pulmonary only,fitted,Targeted,0
2004,5-9,NA,Extra-pulmonary only,observed,Universal,0
2004,5-9,NA,Extra-pulmonary only,observed,Targeted,0
2004,5-9,NA,"Pulmonary, with or without EP",fitted,Universal,3
2004,5-9,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2004,5-9,NA,"Pulmonary, with or without EP",observed,Universal,0
2004,5-9,NA,"Pulmonary, with or without EP",observed,Targeted,0
2004,10-14,Non-UK Born,Extra-pulmonary only,fitted,Universal,30
2004,10-14,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,10-14,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2004,10-14,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2004,10-14,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,36
2004,10-14,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,10-14,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,10-14,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,10-14,UK Born,Extra-pulmonary only,fitted,Universal,29
2004,10-14,UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,10-14,UK Born,Extra-pulmonary only,observed,Universal,0
2004,10-14,UK Born,Extra-pulmonary only,observed,Targeted,0
2004,10-14,UK Born,"Pulmonary, with or without EP",fitted,Universal,52
2004,10-14,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,10-14,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,10-14,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,10-14,NA,Extra-pulmonary only,fitted,Universal,4
2004,10-14,NA,Extra-pulmonary only,fitted,Targeted,0
2004,10-14,NA,Extra-pulmonary only,observed,Universal,0
2004,10-14,NA,Extra-pulmonary only,observed,Targeted,0
2004,10-14,NA,"Pulmonary, with or without EP",fitted,Universal,5
2004,10-14,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2004,10-14,NA,"Pulmonary, with or without EP",observed,Universal,0
2004,10-14,NA,"Pulmonary, with or without EP",observed,Targeted,0
2004,10-14,NA,NA,fitted,Universal,1
2004,10-14,NA,NA,fitted,Targeted,0
2004,10-14,NA,NA,observed,Universal,0
2004,10-14,NA,NA,observed,Targeted,0
2004,15-19,Non-UK Born,Extra-pulmonary only,fitted,Universal,102
2004,15-19,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,15-19,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2004,15-19,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2004,15-19,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,134
2004,15-19,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,15-19,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,15-19,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,15-19,UK Born,Extra-pulmonary only,fitted,Universal,33
2004,15-19,UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,15-19,UK Born,Extra-pulmonary only,observed,Universal,0
2004,15-19,UK Born,Extra-pulmonary only,observed,Targeted,0
2004,15-19,UK Born,"Pulmonary, with or without EP",fitted,Universal,77
2004,15-19,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,15-19,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,15-19,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,15-19,UK Born,NA,fitted,Universal,1
2004,15-19,UK Born,NA,fitted,Targeted,0
2004,15-19,UK Born,NA,observed,Universal,0
2004,15-19,UK Born,NA,observed,Targeted,0
2004,15-19,NA,Extra-pulmonary only,fitted,Universal,12
2004,15-19,NA,Extra-pulmonary only,fitted,Targeted,0
2004,15-19,NA,Extra-pulmonary only,observed,Universal,0
2004,15-19,NA,Extra-pulmonary only,observed,Targeted,0
2004,15-19,NA,"Pulmonary, with or without EP",fitted,Universal,12
2004,15-19,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2004,15-19,NA,"Pulmonary, with or without EP",observed,Universal,0
2004,15-19,NA,"Pulmonary, with or without EP",observed,Targeted,0
2004,20-24,Non-UK Born,Extra-pulmonary only,fitted,Universal,207
2004,20-24,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,20-24,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2004,20-24,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2004,20-24,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,336
2004,20-24,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,20-24,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,20-24,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,20-24,Non-UK Born,NA,fitted,Universal,1
2004,20-24,Non-UK Born,NA,fitted,Targeted,0
2004,20-24,Non-UK Born,NA,observed,Universal,0
2004,20-24,Non-UK Born,NA,observed,Targeted,0
2004,20-24,UK Born,Extra-pulmonary only,fitted,Universal,49
2004,20-24,UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,20-24,UK Born,Extra-pulmonary only,observed,Universal,0
2004,20-24,UK Born,Extra-pulmonary only,observed,Targeted,0
2004,20-24,UK Born,"Pulmonary, with or without EP",fitted,Universal,70
2004,20-24,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,20-24,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,20-24,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,20-24,UK Born,NA,fitted,Universal,1
2004,20-24,UK Born,NA,fitted,Targeted,0
2004,20-24,UK Born,NA,observed,Universal,0
2004,20-24,UK Born,NA,observed,Targeted,0
2004,20-24,NA,Extra-pulmonary only,fitted,Universal,21
2004,20-24,NA,Extra-pulmonary only,fitted,Targeted,0
2004,20-24,NA,Extra-pulmonary only,observed,Universal,0
2004,20-24,NA,Extra-pulmonary only,observed,Targeted,0
2004,20-24,NA,"Pulmonary, with or without EP",fitted,Universal,26
2004,20-24,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2004,20-24,NA,"Pulmonary, with or without EP",observed,Universal,0
2004,20-24,NA,"Pulmonary, with or without EP",observed,Targeted,0
2004,25-29,Non-UK Born,Extra-pulmonary only,fitted,Universal,391
2004,25-29,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,25-29,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2004,25-29,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2004,25-29,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,480
2004,25-29,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,25-29,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,25-29,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,25-29,Non-UK Born,NA,fitted,Universal,1
2004,25-29,Non-UK Born,NA,fitted,Targeted,0
2004,25-29,Non-UK Born,NA,observed,Universal,0
2004,25-29,Non-UK Born,NA,observed,Targeted,0
2004,25-29,UK Born,Extra-pulmonary only,fitted,Universal,50
2004,25-29,UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,25-29,UK Born,Extra-pulmonary only,observed,Universal,0
2004,25-29,UK Born,Extra-pulmonary only,observed,Targeted,0
2004,25-29,UK Born,"Pulmonary, with or without EP",fitted,Universal,86
2004,25-29,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,25-29,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,25-29,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,25-29,NA,Extra-pulmonary only,fitted,Universal,39
2004,25-29,NA,Extra-pulmonary only,fitted,Targeted,0
2004,25-29,NA,Extra-pulmonary only,observed,Universal,0
2004,25-29,NA,Extra-pulmonary only,observed,Targeted,0
2004,25-29,NA,"Pulmonary, with or without EP",fitted,Universal,40
2004,25-29,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2004,25-29,NA,"Pulmonary, with or without EP",observed,Universal,0
2004,25-29,NA,"Pulmonary, with or without EP",observed,Targeted,0
2004,30-34,Non-UK Born,Extra-pulmonary only,fitted,Universal,361
2004,30-34,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,30-34,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2004,30-34,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2004,30-34,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,360
2004,30-34,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,30-34,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,30-34,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,30-34,Non-UK Born,NA,fitted,Universal,2
2004,30-34,Non-UK Born,NA,fitted,Targeted,0
2004,30-34,Non-UK Born,NA,observed,Universal,0
2004,30-34,Non-UK Born,NA,observed,Targeted,0
2004,30-34,UK Born,Extra-pulmonary only,fitted,Universal,38
2004,30-34,UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,30-34,UK Born,Extra-pulmonary only,observed,Universal,0
2004,30-34,UK Born,Extra-pulmonary only,observed,Targeted,0
2004,30-34,UK Born,"Pulmonary, with or without EP",fitted,Universal,91
2004,30-34,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,30-34,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,30-34,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,30-34,NA,Extra-pulmonary only,fitted,Universal,29
2004,30-34,NA,Extra-pulmonary only,fitted,Targeted,0
2004,30-34,NA,Extra-pulmonary only,observed,Universal,0
2004,30-34,NA,Extra-pulmonary only,observed,Targeted,0
2004,30-34,NA,"Pulmonary, with or without EP",fitted,Universal,29
2004,30-34,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2004,30-34,NA,"Pulmonary, with or without EP",observed,Universal,0
2004,30-34,NA,"Pulmonary, with or without EP",observed,Targeted,0
2004,30-34,NA,NA,fitted,Universal,3
2004,30-34,NA,NA,fitted,Targeted,0
2004,30-34,NA,NA,observed,Universal,0
2004,30-34,NA,NA,observed,Targeted,0
2004,35-39,Non-UK Born,Extra-pulmonary only,fitted,Universal,269
2004,35-39,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,35-39,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2004,35-39,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2004,35-39,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,234
2004,35-39,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,35-39,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,35-39,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,35-39,Non-UK Born,NA,fitted,Universal,1
2004,35-39,Non-UK Born,NA,fitted,Targeted,0
2004,35-39,Non-UK Born,NA,observed,Universal,0
2004,35-39,Non-UK Born,NA,observed,Targeted,0
2004,35-39,UK Born,Extra-pulmonary only,fitted,Universal,34
2004,35-39,UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,35-39,UK Born,Extra-pulmonary only,observed,Universal,0
2004,35-39,UK Born,Extra-pulmonary only,observed,Targeted,0
2004,35-39,UK Born,"Pulmonary, with or without EP",fitted,Universal,68
2004,35-39,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,35-39,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,35-39,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,35-39,UK Born,NA,fitted,Universal,1
2004,35-39,UK Born,NA,fitted,Targeted,0
2004,35-39,UK Born,NA,observed,Universal,0
2004,35-39,UK Born,NA,observed,Targeted,0
2004,35-39,NA,Extra-pulmonary only,fitted,Universal,19
2004,35-39,NA,Extra-pulmonary only,fitted,Targeted,0
2004,35-39,NA,Extra-pulmonary only,observed,Universal,0
2004,35-39,NA,Extra-pulmonary only,observed,Targeted,0
2004,35-39,NA,"Pulmonary, with or without EP",fitted,Universal,31
2004,35-39,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2004,35-39,NA,"Pulmonary, with or without EP",observed,Universal,0
2004,35-39,NA,"Pulmonary, with or without EP",observed,Targeted,0
2004,40-44,Non-UK Born,Extra-pulmonary only,fitted,Universal,173
2004,40-44,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,40-44,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2004,40-44,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2004,40-44,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,180
2004,40-44,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,40-44,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,40-44,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,40-44,Non-UK Born,NA,fitted,Universal,2
2004,40-44,Non-UK Born,NA,fitted,Targeted,0
2004,40-44,Non-UK Born,NA,observed,Universal,0
2004,40-44,Non-UK Born,NA,observed,Targeted,0
2004,40-44,UK Born,Extra-pulmonary only,fitted,Universal,28
2004,40-44,UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,40-44,UK Born,Extra-pulmonary only,observed,Universal,0
2004,40-44,UK Born,Extra-pulmonary only,observed,Targeted,0
2004,40-44,UK Born,"Pulmonary, with or without EP",fitted,Universal,100
2004,40-44,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,40-44,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,40-44,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,40-44,NA,Extra-pulmonary only,fitted,Universal,17
2004,40-44,NA,Extra-pulmonary only,fitted,Targeted,0
2004,40-44,NA,Extra-pulmonary only,observed,Universal,0
2004,40-44,NA,Extra-pulmonary only,observed,Targeted,0
2004,40-44,NA,"Pulmonary, with or without EP",fitted,Universal,22
2004,40-44,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2004,40-44,NA,"Pulmonary, with or without EP",observed,Universal,0
2004,40-44,NA,"Pulmonary, with or without EP",observed,Targeted,0
2004,45-49,Non-UK Born,Extra-pulmonary only,fitted,Universal,151
2004,45-49,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,45-49,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2004,45-49,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2004,45-49,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,131
2004,45-49,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,45-49,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,45-49,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,45-49,UK Born,Extra-pulmonary only,fitted,Universal,15
2004,45-49,UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,45-49,UK Born,Extra-pulmonary only,observed,Universal,0
2004,45-49,UK Born,Extra-pulmonary only,observed,Targeted,0
2004,45-49,UK Born,"Pulmonary, with or without EP",fitted,Universal,79
2004,45-49,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,45-49,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,45-49,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,45-49,NA,Extra-pulmonary only,fitted,Universal,13
2004,45-49,NA,Extra-pulmonary only,fitted,Targeted,0
2004,45-49,NA,Extra-pulmonary only,observed,Universal,0
2004,45-49,NA,Extra-pulmonary only,observed,Targeted,0
2004,45-49,NA,"Pulmonary, with or without EP",fitted,Universal,24
2004,45-49,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2004,45-49,NA,"Pulmonary, with or without EP",observed,Universal,0
2004,45-49,NA,"Pulmonary, with or without EP",observed,Targeted,0
2004,45-49,NA,NA,fitted,Universal,1
2004,45-49,NA,NA,fitted,Targeted,0
2004,45-49,NA,NA,observed,Universal,0
2004,45-49,NA,NA,observed,Targeted,0
2004,50-69,Non-UK Born,Extra-pulmonary only,fitted,Universal,352
2004,50-69,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,50-69,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2004,50-69,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2004,50-69,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,286
2004,50-69,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,50-69,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,50-69,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,50-69,Non-UK Born,NA,fitted,Universal,1
2004,50-69,Non-UK Born,NA,fitted,Targeted,0
2004,50-69,Non-UK Born,NA,observed,Universal,0
2004,50-69,Non-UK Born,NA,observed,Targeted,0
2004,50-69,UK Born,Extra-pulmonary only,fitted,Universal,79
2004,50-69,UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,50-69,UK Born,Extra-pulmonary only,observed,Universal,0
2004,50-69,UK Born,Extra-pulmonary only,observed,Targeted,0
2004,50-69,UK Born,"Pulmonary, with or without EP",fitted,Universal,299
2004,50-69,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,50-69,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,50-69,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,50-69,UK Born,NA,fitted,Universal,1
2004,50-69,UK Born,NA,fitted,Targeted,0
2004,50-69,UK Born,NA,observed,Universal,0
2004,50-69,UK Born,NA,observed,Targeted,0
2004,50-69,NA,Extra-pulmonary only,fitted,Universal,44
2004,50-69,NA,Extra-pulmonary only,fitted,Targeted,0
2004,50-69,NA,Extra-pulmonary only,observed,Universal,0
2004,50-69,NA,Extra-pulmonary only,observed,Targeted,0
2004,50-69,NA,"Pulmonary, with or without EP",fitted,Universal,71
2004,50-69,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2004,50-69,NA,"Pulmonary, with or without EP",observed,Universal,0
2004,50-69,NA,"Pulmonary, with or without EP",observed,Targeted,0
2004,70-89,Non-UK Born,Extra-pulmonary only,fitted,Universal,119
2004,70-89,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,70-89,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2004,70-89,Non-UK Born,Extra-pulmonary only,observed,Targeted,0
2004,70-89,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,176
2004,70-89,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,70-89,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,70-89,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,70-89,UK Born,Extra-pulmonary only,fitted,Universal,70
2004,70-89,UK Born,Extra-pulmonary only,fitted,Targeted,0
2004,70-89,UK Born,Extra-pulmonary only,observed,Universal,0
2004,70-89,UK Born,Extra-pulmonary only,observed,Targeted,0
2004,70-89,UK Born,"Pulmonary, with or without EP",fitted,Universal,242
2004,70-89,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2004,70-89,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2004,70-89,UK Born,"Pulmonary, with or without EP",observed,Targeted,0
2004,70-89,NA,Extra-pulmonary only,fitted,Universal,32
2004,70-89,NA,Extra-pulmonary only,fitted,Targeted,0
2004,70-89,NA,Extra-pulmonary only,observed,Universal,0
2004,70-89,NA,Extra-pulmonary only,observed,Targeted,0
2004,70-89,NA,"Pulmonary, with or without EP",fitted,Universal,50
2004,70-89,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2004,70-89,NA,"Pulmonary, with or without EP",observed,Universal,0
2004,70-89,NA,"Pulmonary, with or without EP",observed,Targeted,0
2005,0-4,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2005,0-4,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2005,0-4,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2005,0-4,Non-UK Born,Extra-pulmonary only,observed,Targeted,8
2005,0-4,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
